League,League Logo,League Flag,Home Team,Home Logo,Away Team,Away Logo,Home Score,Away Score
Primeira Divisão,https://media.api-sports.io/football/leagues/969.png,https://media.api-sports.io/flags/mo.svg,Universidade de Macau,https://media.api-sports.io/football/teams/23062.png,Shao Jiang,https://media.api-sports.io/football/teams/25716.png,1,5
Tercera División RFEF - Group 4,https://media.api-sports.io/football/leagues/442.png,https://media.api-sports.io/flags/es.svg,Santurtzi,https://media.api-sports.io/football/teams/9664.png,Derio,https://media.api-sports.io/football/teams/22135.png,1,1
1. Lig,https://media.api-sports.io/football/leagues/204.png,https://media.api-sports.io/flags/tr.svg,Adana Demirspor,https://media.api-sports.io/football/teams/3563.png,Pendikspor,https://media.api-sports.io/football/teams/3601.png,0,5
1. Lig,https://media.api-sports.io/football/leagues/204.png,https://media.api-sports.io/flags/tr.svg,Serik Spor,https://media.api-sports.io/football/teams/7421.png,Sivasspor,https://media.api-sports.io/football/teams/1002.png,0,1
Taiwan Football Premier League,https://media.api-sports.io/football/leagues/589.png,https://media.api-sports.io/flags/tw.svg,Tatung,https://media.api-sports.io/football/teams/8048.png,Taichung Futuro,https://media.api-sports.io/football/teams/12542.png,1,2
Taiwan Football Premier League,https://media.api-sports.io/football/leagues/589.png,https://media.api-sports.io/flags/tw.svg,Hang Yuen,https://media.api-sports.io/football/teams/8028.png,Tainan City,https://media.api-sports.io/football/teams/12543.png,1,2
Taiwan Football Premier League,https://media.api-sports.io/football/leagues/589.png,https://media.api-sports.io/flags/tw.svg,Taichung Rock FC,https://media.api-sports.io/football/teams/26332.png,AC Taipei,https://media.api-sports.io/football/teams/18841.png,3,1
Second League,https://media.api-sports.io/football/leagues/173.png,https://media.api-sports.io/flags/bg.svg,Dunav Ruse,https://media.api-sports.io/football/teams/683.png,Vihren,https://media.api-sports.io/football/teams/5025.png,2,2
Segunda División RFEF - Group 3,https://media.api-sports.io/football/leagues/877.png,https://media.api-sports.io/flags/es.svg,Alcoyano,https://media.api-sports.io/football/teams/9686.png,Ibiza Islas Pitiusas,https://media.api-sports.io/football/teams/9781.png,1,0
Tercera División RFEF - Group 4,https://media.api-sports.io/football/leagues/442.png,https://media.api-sports.io/flags/es.svg,Zamudio,https://media.api-sports.io/football/teams/26538.png,Touring,https://media.api-sports.io/football/teams/20261.png,2,3
Tercera División RFEF - Group 7,https://media.api-sports.io/football/leagues/445.png,https://media.api-sports.io/flags/es.svg,AD Parla,https://media.api-sports.io/football/teams/9704.png,Unión Adarve,https://media.api-sports.io/football/teams/9719.png,0,1
Tercera División RFEF - Group 7,https://media.api-sports.io/football/leagues/445.png,https://media.api-sports.io/flags/es.svg,Carabanchel,https://media.api-sports.io/football/teams/9708.png,Móstoles,https://media.api-sports.io/football/teams/9712.png,1,0
Tercera División RFEF - Group 7,https://media.api-sports.io/football/leagues/445.png,https://media.api-sports.io/flags/es.svg,Trival Valderas,https://media.api-sports.io/football/teams/9718.png,A Madrid III,https://media.api-sports.io/football/teams/26543.png,2,2
Tercera División RFEF - Group 7,https://media.api-sports.io/football/leagues/445.png,https://media.api-sports.io/flags/es.svg,Torrejón,https://media.api-sports.io/football/teams/9717.png,Villaverde-Boetticher,https://media.api-sports.io/football/teams/9720.png,2,2
Tercera División RFEF - Group 13,https://media.api-sports.io/football/leagues/451.png,https://media.api-sports.io/flags/es.svg,SFC Minerva,https://media.api-sports.io/football/teams/9821.png,Real Murcia II,https://media.api-sports.io/football/teams/9820.png,0,1
Tercera División RFEF - Group 17,https://media.api-sports.io/football/leagues/455.png,https://media.api-sports.io/flags/es.svg,Huesca II,https://media.api-sports.io/football/teams/15327.png,La Almunia,https://media.api-sports.io/football/teams/20287.png,1,1
Tercera División RFEF - Group 18,https://media.api-sports.io/football/leagues/456.png,https://media.api-sports.io/flags/es.svg,Manchego,https://media.api-sports.io/football/teams/9905.png,Azuqueca,https://media.api-sports.io/football/teams/9898.png,2,0
3. liga - CFL A,https://media.api-sports.io/football/leagues/348.png,https://media.api-sports.io/flags/cz.svg,Sokol Hostouň,https://media.api-sports.io/football/teams/7350.png,Aritma Praha,https://media.api-sports.io/football/teams/7269.png,0,0
I-League,https://media.api-sports.io/football/leagues/324.png,https://media.api-sports.io/flags/in.svg,Dempo,https://media.api-sports.io/football/teams/21131.png,Real Kashmir,https://media.api-sports.io/football/teams/3469.png,2,2
Tercera División RFEF - Group 13,https://media.api-sports.io/football/leagues/451.png,https://media.api-sports.io/flags/es.svg,Unión Molinense,https://media.api-sports.io/football/teams/20278.png,Santa Cruz,https://media.api-sports.io/football/teams/26850.png,2,0
Premier League,https://media.api-sports.io/football/leagues/333.png,https://media.api-sports.io/flags/ua.svg,Kryvbas KR,https://media.api-sports.io/football/teams/6489.png,Zorya Luhansk,https://media.api-sports.io/football/teams/599.png,3,1
II Liga - East,https://media.api-sports.io/football/leagues/109.png,https://media.api-sports.io/flags/pl.svg,Olimpia Grudziądz,https://media.api-sports.io/football/teams/4247.png,Resovia Rzeszów,https://media.api-sports.io/football/teams/6951.png,2,1
Segunda Liga,https://media.api-sports.io/football/leagues/95.png,https://media.api-sports.io/flags/pt.svg,Farense,https://media.api-sports.io/football/teams/231.png,Lusitânia Lourosa,https://media.api-sports.io/football/teams/6358.png,2,1
III Liga - Group 2,https://media.api-sports.io/football/leagues/781.png,https://media.api-sports.io/flags/pl.svg,Pogoń Nowe Skalmierzyce,https://media.api-sports.io/football/teams/17399.png,Unia Swarzędz,https://media.api-sports.io/football/teams/16257.png,0,4
III Liga - Group 2,https://media.api-sports.io/football/leagues/781.png,https://media.api-sports.io/flags/pl.svg,Polonia Środa,https://media.api-sports.io/football/teams/6948.png,Pogoń Szczecin II,https://media.api-sports.io/football/teams/16252.png,3,0
III Liga - Group 4,https://media.api-sports.io/football/leagues/783.png,https://media.api-sports.io/flags/pl.svg,Korona Kielce II,https://media.api-sports.io/football/teams/16267.png,Świdniczanka Świdnik,https://media.api-sports.io/football/teams/21661.png,4,0
Campeonato de Portugal Prio - Group A,https://media.api-sports.io/football/leagues/457.png,https://media.api-sports.io/flags/pt.svg,AR São Martinho,https://media.api-sports.io/football/teams/4720.png,Machico,https://media.api-sports.io/football/teams/4764.png,1,2
Campeonato de Portugal Prio - Group A,https://media.api-sports.io/football/leagues/457.png,https://media.api-sports.io/flags/pt.svg,Vianense,https://media.api-sports.io/football/teams/4809.png,Camacha,https://media.api-sports.io/football/teams/4828.png,0,0
Campeonato de Portugal Prio - Group C,https://media.api-sports.io/football/leagues/459.png,https://media.api-sports.io/flags/pt.svg,Fátima,https://media.api-sports.io/football/teams/4746.png,Lajense,https://media.api-sports.io/football/teams/20037.png,1,1
NB III - Northeast,https://media.api-sports.io/football/leagues/633.png,https://media.api-sports.io/flags/hu.svg,Debrecen II,https://media.api-sports.io/football/teams/13153.png,Sényő Carnifex,https://media.api-sports.io/football/teams/5143.png,0,0
Primera División RFEF - Group 2,https://media.api-sports.io/football/leagues/436.png,https://media.api-sports.io/flags/es.svg,Europa Fc,https://media.api-sports.io/football/teams/593.png,Juventud Torremolinos,https://media.api-sports.io/football/teams/15359.png,2,3
Primera División RFEF - Group 2,https://media.api-sports.io/football/leagues/436.png,https://media.api-sports.io/flags/es.svg,Ibiza,https://media.api-sports.io/football/teams/9390.png,Tarazona,https://media.api-sports.io/football/teams/9416.png,1,0
Primera División RFEF - Group 1,https://media.api-sports.io/football/leagues/435.png,https://media.api-sports.io/flags/es.svg,Arenas Getxo,https://media.api-sports.io/football/teams/9578.png,Barakaldo,https://media.api-sports.io/football/teams/5251.png,2,1
Primera División RFEF - Group 1,https://media.api-sports.io/football/leagues/435.png,https://media.api-sports.io/flags/es.svg,Real Madrid II,https://media.api-sports.io/football/teams/9575.png,Ponferradina,https://media.api-sports.io/football/teams/4907.png,0,1
Segunda División RFEF - Group 1,https://media.api-sports.io/football/leagues/875.png,https://media.api-sports.io/flags/es.svg,Real Oviedo II,https://media.api-sports.io/football/teams/9576.png,Salamanca UDS,https://media.api-sports.io/football/teams/9588.png,5,2
Segunda División RFEF - Group 2,https://media.api-sports.io/football/leagues/876.png,https://media.api-sports.io/flags/es.svg,Amorebieta,https://media.api-sports.io/football/teams/9380.png,Real Zaragoza II,https://media.api-sports.io/football/teams/9887.png,0,0
Segunda División RFEF - Group 2,https://media.api-sports.io/football/leagues/876.png,https://media.api-sports.io/flags/es.svg,Utebo,https://media.api-sports.io/football/teams/9891.png,Ejea,https://media.api-sports.io/football/teams/9589.png,2,2
Segunda División RFEF - Group 4,https://media.api-sports.io/football/leagues/878.png,https://media.api-sports.io/flags/es.svg,Antoniano,https://media.api-sports.io/football/teams/7522.png,Xerez Deportivo,https://media.api-sports.io/football/teams/9771.png,0,0
Segunda División RFEF - Group 4,https://media.api-sports.io/football/leagues/878.png,https://media.api-sports.io/flags/es.svg,Extremadura 1924,https://media.api-sports.io/football/teams/24612.png,Lorca Deportiva,https://media.api-sports.io/football/teams/9400.png,3,0
Segunda División RFEF - Group 4,https://media.api-sports.io/football/leagues/878.png,https://media.api-sports.io/flags/es.svg,Málaga II,https://media.api-sports.io/football/teams/9752.png,Linares Deportivo,https://media.api-sports.io/football/teams/9398.png,1,2
Segunda División RFEF - Group 4,https://media.api-sports.io/football/leagues/878.png,https://media.api-sports.io/flags/es.svg,Ucam Murcia,https://media.api-sports.io/football/teams/800.png,Melilla,https://media.api-sports.io/football/teams/5268.png,3,2
Segunda División RFEF - Group 4,https://media.api-sports.io/football/leagues/878.png,https://media.api-sports.io/flags/es.svg,Recreativo Huelva,https://media.api-sports.io/football/teams/9410.png,Deportiva Minera,https://media.api-sports.io/football/teams/9811.png,1,0
Segunda División RFEF - Group 5,https://media.api-sports.io/football/leagues/879.png,https://media.api-sports.io/flags/es.svg,Conquense,https://media.api-sports.io/football/teams/5257.png,Las Palmas II,https://media.api-sports.io/football/teams/9574.png,3,0
Segunda División RFEF - Group 5,https://media.api-sports.io/football/leagues/879.png,https://media.api-sports.io/flags/es.svg,Navalcarnero,https://media.api-sports.io/football/teams/5271.png,Real Madrid III,https://media.api-sports.io/football/teams/22142.png,2,0
Segunda División RFEF - Group 5,https://media.api-sports.io/football/leagues/879.png,https://media.api-sports.io/flags/es.svg,Rayo Vallecano II,https://media.api-sports.io/football/teams/9715.png,Tenerife II,https://media.api-sports.io/football/teams/9802.png,1,4
Segunda División RFEF - Group 5,https://media.api-sports.io/football/leagues/879.png,https://media.api-sports.io/flags/es.svg,RSD Alcalá,https://media.api-sports.io/football/teams/9714.png,Socuéllamos,https://media.api-sports.io/football/teams/9414.png,3,1
3. Lig - Group 3,https://media.api-sports.io/football/leagues/554.png,https://media.api-sports.io/flags/tr.svg,Tokat Bld Plevnespor,https://media.api-sports.io/football/teams/21035.png,Karadeniz Ereğli BSK,https://media.api-sports.io/football/teams/13369.png,1,2
Segunda División RFEF - Group 3,https://media.api-sports.io/football/leagues/877.png,https://media.api-sports.io/flags/es.svg,Atlético Baleares,https://media.api-sports.io/football/teams/9381.png,Reddis,https://media.api-sports.io/football/teams/22136.png,2,1
Segunda División RFEF - Group 3,https://media.api-sports.io/football/leagues/877.png,https://media.api-sports.io/flags/es.svg,Barbastro,https://media.api-sports.io/football/teams/9879.png,Girona II,https://media.api-sports.io/football/teams/15343.png,1,1
Segunda División RFEF - Group 3,https://media.api-sports.io/football/leagues/877.png,https://media.api-sports.io/flags/es.svg,Olot,https://media.api-sports.io/football/teams/9403.png,Andratx,https://media.api-sports.io/football/teams/8151.png,3,0
Segunda División RFEF - Group 3,https://media.api-sports.io/football/leagues/877.png,https://media.api-sports.io/flags/es.svg,Porreres,https://media.api-sports.io/football/teams/24580.png,Espanyol II,https://media.api-sports.io/football/teams/9590.png,0,1
Segunda División RFEF - Group 3,https://media.api-sports.io/football/leagues/877.png,https://media.api-sports.io/flags/es.svg,Torrent,https://media.api-sports.io/football/teams/15348.png,Terrassa,https://media.api-sports.io/football/teams/9681.png,0,1
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,Covadonga,https://media.api-sports.io/football/teams/9623.png,Gijón Industrial,https://media.api-sports.io/football/teams/9624.png,6,0
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,Llanes,https://media.api-sports.io/football/teams/9628.png,Ceares,https://media.api-sports.io/football/teams/9620.png,0,1
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,Lenense,https://media.api-sports.io/football/teams/9626.png,Tuilla,https://media.api-sports.io/football/teams/9635.png,0,1
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,Real Titánico,https://media.api-sports.io/football/teams/15334.png,Caudal,https://media.api-sports.io/football/teams/9619.png,0,1
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,San Martín,https://media.api-sports.io/football/teams/9633.png,Praviano,https://media.api-sports.io/football/teams/9631.png,0,1
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,Avilés Stadium,https://media.api-sports.io/football/teams/15333.png,Navarro,https://media.api-sports.io/football/teams/9630.png,1,0
Tercera División RFEF - Group 2,https://media.api-sports.io/football/leagues/440.png,https://media.api-sports.io/flags/es.svg,Sporting Gijón II,https://media.api-sports.io/football/teams/9577.png,Mosconia,https://media.api-sports.io/football/teams/9629.png,2,1
Tercera División RFEF - Group 3,https://media.api-sports.io/football/leagues/441.png,https://media.api-sports.io/flags/es.svg,Cayón,https://media.api-sports.io/football/teams/15339.png,Torina,https://media.api-sports.io/football/teams/9650.png,1,2
Tercera División RFEF - Group 3,https://media.api-sports.io/football/leagues/441.png,https://media.api-sports.io/flags/es.svg,Escobedo,https://media.api-sports.io/football/teams/9386.png,Laredo,https://media.api-sports.io/football/teams/9394.png,0,2
Tercera División RFEF - Group 5,https://media.api-sports.io/football/leagues/443.png,https://media.api-sports.io/flags/es.svg,L'Escala,https://media.api-sports.io/football/teams/17528.png,Cerdanyola del Vallès,https://media.api-sports.io/football/teams/9670.png,1,1
